Point géographique;Forme géographique;Idcar_200m;I_est_200;Idcar_1km;i_est_1km;Idcar_nat;Numéro de groupe;Population du carreau;Nombre de ménages d’un seul individu;Nombre de ménages de 5 individus ou plus;Nombre de ménages propriétaires;Nombre de ménages monoparentaux;Somme des niveaux de vie winsorisés des individus;Somme de la surface des logements du carreau;Nombre de ménages en logements collectifs;Nombre de ménages en maison;Nombre de logements construits avant 1945;Nombre de logements construits entre 1945 et 1970;Nombre de logements construits entre 1970 et 1990;Nombre de logements construits depuis 1990;Nombre de logements dont la date de construction est inconnue;Nombre de logements sociaux;Nombre d’individus de 0 à 3 ans;Nombre d’individus de 4 à 5 ans;Nombre d’individus de 6 à 10 ans;Nombre d’individus de 11 à 17 ans;Nombre d’individus de 18 à 24 ans;Nombre d’individus de 25 à 39 ans;Nombre d’individus de 40 à 54 ans;Nombre d’individus de 55 à 64 ans;Nombre d’individus de 65 à 79 ans;Nombre d’individus de 80 ans ou plus;Nombre d’individus d’âge inconnu;Nombre de ménages pauvres;Nombre de ménages;lcog_geo;Année;com_arm_code;Code Officiel Commune;Nom Officiel Commune / Arrondissement Municipal;Nom Officiel Commune;Nom Officiel EPCI;Code Officiel EPCI;Nom Officiel Département;Code Officiel Département;Nom Officiel Région;Code Officiel Région
48.79110793255588, 2.2655026818055863;"{""coordinates"": [[[2.264287931856123, 48.79011980308629], [2.264008552786526, 48.7919074874131], [2.266717481116551, 48.792096055337204], [2.266996764201452, 48.79030836319431], [2.264287931856123, 48.79011980308629]]], ""type"": ""Polygon""}";CRS3035RES200mN2882800E3753600;0;CRS3035RES1000mN2882000E3753000;0;CRS3035RES1000mN2882000E3753000;856233;132.0;17.0;4.0;40.0;8.0;3700095.9;4502.0;22.0;36.0;17.0;9.0;24.0;8.0;0.0;0.0;8.0;2.0;7.0;11.0;4.0;27.0;24.0;17.0;25.0;7.0;0.0;7.0;58.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79270701492858, 2.2625143710702593;"{""coordinates"": [[[2.261299643190373, 48.791718853712034], [2.261020142728465, 48.793506527937666], [2.263729148315231, 48.79369516945821], [2.264008552786526, 48.7919074874131], [2.261299643190373, 48.791718853712034]]], ""type"": ""Polygon""}";CRS3035RES200mN2883000E3753400;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856256;143.0;12.0;5.0;36.0;5.0;4975039.5;4914.0;26.0;26.0;9.0;9.0;23.0;11.0;0.0;7.0;10.0;2.5;8.5;15.0;14.0;26.0;34.0;15.0;12.0;6.0;0.0;5.0;52.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79571611086155, 2.2538280509223148;"{""coordinates"": [[[2.25261342459227, 48.794727857172774], [2.252333585292705, 48.7965155033557], [2.255042726623738, 48.79670435786774], [2.255322469923446, 48.79491670385585], [2.25261342459227, 48.794727857172774]]], ""type"": ""Polygon""}";CRS3035RES200mN2883400E3752800;0;CRS3035RES1000mN2883000E3752000;0;CRS3035RES200mN2883400E3752800;856208;68.5;5.0;1.0;19.0;5.0;2851843.3;2369.0;6.0;19.0;14.0;4.0;1.0;6.0;0.0;0.0;0.0;3.0;5.0;12.5;4.0;4.0;21.0;4.0;13.0;2.0;0.0;0.0;25.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79609368049379, 2.259246275100085;"{""coordinates"": [[[2.258031534012462, 48.79510548475893], [2.257751886715206, 48.79689314659706], [2.260461065560845, 48.79708186954296], [2.26074061685305, 48.79529419988122], [2.258031534012462, 48.79510548475893]]], ""type"": ""Polygon""}";CRS3035RES200mN2883400E3753200;1;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856251;25.0;1.5;1.5;6.5;0.5;874678.7;869.5;0.0;7.5;4.0;0.5;2.0;1.0;0.0;0.0;0.5;0.0;3.0;3.5;3.0;1.5;6.5;3.5;2.5;1.0;0.0;1.0;7.5;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.81077236518314, 2.262428502776556;"{""coordinates"": [[[2.26121336445451, 48.80978420524044], [2.260933705785331, 48.81157186448591], [2.263643690509198, 48.81176051843552], [2.263923253099962, 48.80997285136588], [2.26121336445451, 48.80978420524044]]], ""type"": ""Polygon""}";CRS3035RES200mN2885000E3753600;0;CRS3035RES1000mN2885000E3753000;0;CRS3035RES200mN2885000E3753600;859308;202.0;21.0;8.0;68.0;6.0;8239132.2;7078.0;27.0;53.0;48.0;22.0;5.0;5.0;0.0;0.0;5.0;5.0;10.5;16.5;25.0;25.0;51.0;29.0;23.0;12.0;0.0;3.0;80.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.807951045467036, 2.273826801311424;"{""coordinates"": [[[2.272611504014231, 48.80696300703438], [2.272332280471989, 48.80875070211214], [2.275042148013762, 48.80893907720354], [2.275321275484253, 48.807151374313676], [2.272611504014231, 48.80696300703438]]], ""type"": ""Polygon""}";CRS3035RES200mN2884600E3754400;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884600E3754400;859343;393.5;42.0;16.0;121.0;9.0;14839362.1;11423.0;40.0;111.0;138.0;4.0;2.0;7.0;0.0;0.0;16.0;8.0;36.0;34.0;37.5;55.0;108.0;38.0;38.0;21.0;2.0;9.0;151.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.81331413217996, 2.272989160515563;"{""coordinates"": [[[2.271773757192609, 48.81232608544015], [2.271494457448895, 48.81411377369101], [2.274204613257073, 48.81430217222298], [2.274483816903462, 48.812514476157865], [2.271773757192609, 48.81232608544015]]], ""type"": ""Polygon""}";CRS3035RES200mN2885200E3754400;0;CRS3035RES1000mN2885000E3754000;0;CRS3035RES200mN2885200E3754400;859375;576.0;151.0;10.0;124.0;25.0;16517597.9;14823.0;289.0;9.0;181.0;22.0;24.0;71.0;0.0;37.0;36.0;5.0;33.5;33.5;49.0;182.0;112.0;60.0;41.0;23.0;1.0;47.0;298.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.77773607806089, 2.2292637839321605;"{""coordinates"": [[[2.228050048394724, 48.77674755972489], [2.227769478867978, 48.77853514810561], [2.230477568792114, 48.778724589731524], [2.230758042421586, 48.77693699350199], [2.228050048394724, 48.77674755972489]]], ""type"": ""Polygon""}";CRS3035RES200mN2881600E3750800;0;CRS3035RES1000mN2881000E3750000;0;CRS3035RES1000mN2881000E3750000;853184;163.0;16.0;6.0;53.0;5.0;4721163.5;5853.5;7.0;60.0;23.0;26.0;13.0;3.0;2.0;0.0;4.0;4.0;6.0;15.0;13.0;21.0;31.0;26.0;31.0;11.0;1.0;4.0;67.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.807762641380364, 2.2711169911707296;"{""coordinates"": [[[2.269901751273759, 48.806774573953945], [2.269622431662366, 48.80856226121701], [2.272332280471989, 48.80875070211214], [2.272611504014231, 48.80696300703438], [2.269901751273759, 48.806774573953945]]], ""type"": ""Polygon""}";CRS3035RES200mN2884600E3754200;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884600E3754200;859345;458.5;65.0;11.0;132.0;11.0;16468111.0;14376.7;119.0;73.0;108.0;42.0;3.0;38.0;1.0;0.0;30.0;15.0;28.5;29.0;35.0;93.0;81.0;55.0;61.0;30.0;1.0;13.0;192.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78169003337525, 2.2341191949588977;"{""coordinates"": [[[2.232905274302207, 48.78070156738937], [2.23262484560121, 48.7824891668808], [2.235333164948766, 48.78267849269229], [2.235613497730276, 48.780890885355866], [2.232905274302207, 48.78070156738937]]], ""type"": ""Polygon""}";CRS3035RES200mN2882000E3751200;1;CRS3035RES1000mN2882000E3751000;0;CRS3035RES1000mN2882000E3751000;856186;174.5;16.3;8.7;54.8;4.8;5170146.8;6363.7;14.4;54.8;28.8;21.2;12.5;6.7;0.0;0.0;2.9;2.9;5.8;19.2;14.9;20.2;37.5;25.9;29.8;15.4;0.0;2.9;69.2;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80663083504258, 2.254858523959746;"{""coordinates"": [[[2.253643628502625, 48.80564259368932], [2.253363732530838, 48.80743023400827], [2.25607346881592, 48.807619069710555], [2.256353268734137, 48.80583142156097], [2.253643628502625, 48.80564259368932]]], ""type"": ""Polygon""}";CRS3035RES200mN2884600E3753000;0;CRS3035RES1000mN2884000E3753000;0;CRS3035RES1000mN2884000E3753000;859271;382.5;35.0;22.0;104.0;13.0;13260817.1;12210.0;63.0;74.0;83.0;21.0;4.0;26.0;3.0;9.0;22.0;13.0;36.5;33.0;33.0;72.0;82.0;35.0;45.0;11.0;0.0;11.0;137.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78385616359327, 2.2392555736819517;"{""coordinates"": [[[2.238041503088623, 48.782867752745574], [2.237761240755562, 48.78465536563411], [2.240469693614653, 48.78484456776885], [2.240749860014517, 48.78305694703983], [2.238041503088623, 48.782867752745574]]], ""type"": ""Polygon""}";CRS3035RES200mN2882200E3751600;0;CRS3035RES1000mN2882000E3751000;0;CRS3035RES1000mN2882000E3751000;856193;593.5;74.0;31.0;5.0;55.0;10173041.5;12424.0;226.0;5.0;2.0;185.0;3.0;41.0;0.0;195.0;40.0;19.0;40.0;67.0;50.5;126.0;115.0;59.0;51.0;17.0;9.0;63.0;231.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.809927089408326, 2.2762575380541885;"{""coordinates"": [[[2.275042148013762, 48.80893907720354], [2.27476299515459, 48.81072677781815], [2.277472977505111, 48.81091509491517], [2.277752034281412, 48.80912738649044], [2.275042148013762, 48.80893907720354]]], ""type"": ""Polygon""}";CRS3035RES200mN2884800E3754600;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884800E3754600;859347;521.5;55.0;20.0;98.0;34.0;16933241.7;15982.0;106.0;94.0;102.0;17.0;5.0;76.0;0.0;74.0;26.0;13.5;43.0;64.0;50.0;96.0;114.0;61.0;34.0;20.0;0.0;16.0;200.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79628236663659, 2.2619554153167165;"{""coordinates"": [[[2.26074061685305, 48.79529419988122], [2.260461065560845, 48.79708186954296], [2.263170263154391, 48.79727052670469], [2.263449718438948, 48.795482849222], [2.26074061685305, 48.79529419988122]]], ""type"": ""Polygon""}";CRS3035RES200mN2883400E3753400;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856262;214.5;42.0;1.0;81.0;6.0;8845030.2;7952.0;106.0;0.0;0.0;27.0;69.0;10.0;0.0;0.0;6.0;3.0;13.0;17.5;16.0;26.0;48.0;25.0;40.0;20.0;0.0;2.0;106.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.799857709219566, 2.2613963579064618;"{""coordinates"": [[[2.26018148884856, 48.79886953692324], [2.259901886712907, 48.800657202022364], [2.262611276347299, 48.80084587482824], [2.262890782458271, 48.7990582019067], [2.26018148884856, 48.79886953692324]]], ""type"": ""Polygon""}";CRS3035RES200mN2883800E3753400;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856268;765.0;127.0;10.0;136.0;50.0;25503229.0;23584.0;339.0;10.0;57.0;11.0;10.0;271.0;0.0;112.0;41.0;21.0;51.5;70.5;47.0;140.0;193.0;93.0;78.0;30.0;0.0;14.0;349.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78818772208437, 2.2495296313527886;"{""coordinates"": [[[2.248315260833664, 48.787199421543264], [2.248035331359889, 48.78898706120405], [2.250744051223715, 48.78917601594674], [2.251023884736883, 48.78738836845467], [2.248315260833664, 48.787199421543264]]], ""type"": ""Polygon""}";CRS3035RES200mN2882600E3752400;0;CRS3035RES1000mN2882000E3752000;0;CRS3035RES1000mN2882000E3752000;856220;440.0;48.0;21.0;0.0;40.0;7247066.6;9301.0;166.0;0.0;0.0;166.0;0.0;0.0;0.0;166.0;35.5;15.0;32.0;50.0;26.0;91.0;83.5;61.0;33.0;13.0;0.0;37.0;166.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78244679487118, 2.2449524307951942;"{""coordinates"": [[[2.243738280727645, 48.7814584447188], [2.243458235720206, 48.78324607557439], [2.246166630199423, 48.78343513834847], [2.246446579276976, 48.7816474996585], [2.243738280727645, 48.7814584447188]]], ""type"": ""Polygon""}";CRS3035RES200mN2882000E3752000;0;CRS3035RES1000mN2882000E3752000;0;CRS3035RES1000mN2882000E3752000;856219;242.5;73.0;8.0;1.0;16.0;4398164.3;5041.0;125.0;0.0;0.0;1.0;0.0;124.0;0.0;65.0;12.0;8.0;18.0;24.5;29.0;75.0;43.0;14.0;12.0;7.0;0.0;37.0;125.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.815569027711184, 2.2534589660271203;"{""coordinates"": [[[2.252243894041972, 48.81458077247642], [2.251963870752847, 48.81636840139314], [2.254674087433654, 48.81655727625972], [2.254954014626582, 48.81476963950869], [2.252243894041972, 48.81458077247642]]], ""type"": ""Polygon""}";CRS3035RES200mN2885600E3753000;0;CRS3035RES1000mN2885000E3753000;0;CRS3035RES200mN2885600E3753000;859305;202.0;20.0;9.0;54.0;4.0;6123153.1;5541.0;31.0;44.0;48.0;10.0;7.0;10.0;0.0;0.0;6.0;4.0;16.0;21.5;12.5;38.0;45.0;23.0;27.0;9.0;0.0;10.0;75.0;9202392048;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.81293721130961, 2.26756898247652;"{""coordinates"": [[[2.266353693989211, 48.81194910657824], [2.266074202058623, 48.813736779192645], [2.268784320380658, 48.813925309347304], [2.269063716219104, 48.81213762891338], [2.266353693989211, 48.81194910657824]]], ""type"": ""Polygon""}";CRS3035RES200mN2885200E3754000;0;CRS3035RES1000mN2885000E3754000;0;CRS3035RES200mN2885200E3754000;859357;252.5;24.0;13.0;65.0;4.0;10962399.2;10130.0;40.0;51.0;38.0;42.0;3.0;8.0;0.0;0.0;7.0;6.5;21.0;25.0;31.0;26.0;70.0;19.0;35.0;12.0;0.0;3.0;91.0;9202392040;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.798258667248135, 2.2643851542936324;"{""coordinates"": [[[2.263170263154391, 48.79727052670469], [2.262890782458271, 48.7990582019067], [2.265600094812224, 48.79924680110255], [2.265879479489584, 48.797459118081534], [2.263170263154391, 48.79727052670469]]], ""type"": ""Polygon""}";CRS3035RES200mN2883600E3753600;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856263;293.5;48.0;11.0;69.0;17.0;9357290.9;8435.0;78.0;49.0;94.0;17.0;4.0;12.0;0.0;9.0;13.0;5.5;21.5;37.5;23.0;61.0;74.0;22.0;21.0;15.0;0.0;12.0;127.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.798070039068556, 2.2616758993203274;"{""coordinates"": [[[2.260461065560845, 48.79708186954296], [2.26018148884856, 48.79886953692324], [2.262890782458271, 48.7990582019067], [2.263170263154391, 48.79727052670469], [2.260461065560845, 48.79708186954296]]], ""type"": ""Polygon""}";CRS3035RES200mN2883600E3753400;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856257;111.5;23.0;2.0;45.0;0.0;4758749.6;4338.0;54.0;3.0;3.0;27.0;0.0;27.0;0.0;0.0;3.0;3.5;2.0;1.0;7.0;14.0;18.0;20.0;26.0;17.0;0.0;3.0;57.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.803998800227475, 2.2689658842418194;"{""coordinates"": [[[2.267750772395409, 48.80301070934835], [2.267471407536102, 48.80479839334977], [2.270181045482712, 48.8049868844139], [2.27046031429251, 48.80319919259658], [2.267750772395409, 48.80301070934835]]], ""type"": ""Polygon""}";CRS3035RES200mN2884200E3754000;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884200E3754000;859333;258.0;25.0;11.0;74.0;8.0;10621608.1;9061.0;44.0;54.0;63.0;22.0;3.0;10.0;0.0;0.0;9.0;6.0;18.5;27.5;24.0;26.0;64.0;28.0;31.0;24.0;0.0;3.0;98.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78545454032065, 2.2362668551438554;"{""coordinates"": [[[2.235052806685111, 48.78446609773776], [2.234772422936012, 48.786253700492594], [2.237480952945569, 48.78644297623276], [2.237761240755562, 48.78465536563411], [2.235052806685111, 48.78446609773776]]], ""type"": ""Polygon""}";CRS3035RES200mN2882400E3751400;0;CRS3035RES1000mN2882000E3751000;0;CRS3035RES1000mN2882000E3751000;856203;1470.0;158.0;100.0;0.0;94.0;25722070.2;33268.0;505.0;0.0;0.0;427.0;17.0;61.0;0.0;505.0;104.0;61.5;128.5;181.5;108.5;305.0;295.0;132.0;107.0;35.0;12.0;96.0;505.0;9202392048;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80616334534503, 2.2741059641230583;"{""coordinates"": [[[2.272890702162553, 48.80517530968035], [2.272611504014231, 48.80696300703438], [2.275321275484253, 48.807151374313676], [2.275600377569355, 48.80536366914833], [2.272890702162553, 48.80517530968035]]], ""type"": ""Polygon""}";CRS3035RES200mN2884400E3754400;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884400E3754400;859338;358.5;20.0;13.0;101.0;15.0;12862117.8;10210.5;18.0;108.0;91.0;22.0;4.0;7.0;2.0;0.0;13.0;13.5;32.0;38.0;28.0;45.0;100.0;41.0;31.0;16.0;1.0;16.0;126.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.81350249389933, 2.2756992776414746;"{""coordinates"": [[[2.274483816903462, 48.812514476157865], [2.274204613257073, 48.81430217222298], [2.276914787798912, 48.81449050494248], [2.277193895345374, 48.812702801065754], [2.274483816903462, 48.812514476157865]]], ""type"": ""Polygon""}";CRS3035RES200mN2885200E3754600;0;CRS3035RES1000mN2885000E3754000;0;CRS3035RES200mN2885200E3754600;859365;296.5;56.0;11.0;84.0;9.0;9191359.3;8006.0;76.0;56.0;109.0;14.0;4.0;5.0;0.0;0.0;8.0;13.0;19.0;16.5;25.0;74.0;58.0;40.0;35.0;8.0;0.0;18.0;132.0;9202392046;2017;92046;92046;Malakoff;Malakoff;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.7970364533684, 2.2727921635554114;"{""coordinates"": [[[2.271577135605908, 48.79604840254794], [2.271297968359856, 48.7978361034776], [2.274007240882409, 48.79802449749536], [2.274286312110443, 48.79623678875538], [2.271577135605908, 48.79604840254794]]], ""type"": ""Polygon""}";CRS3035RES200mN2883400E3754200;0;CRS3035RES1000mN2883000E3754000;0;CRS3035RES1000mN2883000E3754000;856292;141.0;14.0;7.0;40.0;5.0;4916810.8;5119.0;25.0;29.0;7.0;19.0;17.0;11.0;0.0;0.0;4.0;6.0;11.0;12.0;17.0;15.0;36.0;20.0;15.0;5.0;0.0;4.0;54.0;9202392020;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79289561965035, 2.265223338029518;"{""coordinates"": [[[2.264008552786526, 48.7919074874131], [2.263729148315231, 48.79369516945821], [2.266438172638461, 48.79388374519916], [2.266717481116551, 48.792096055337204], [2.264008552786526, 48.7919074874131]]], ""type"": ""Polygon""}";CRS3035RES200mN2883000E3753600;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856264;442.0;36.0;5.0;149.0;23.0;14316548.1;12328.0;157.0;22.0;18.0;139.0;8.0;14.0;0.0;0.0;25.5;12.0;25.0;26.5;30.0;88.0;113.0;49.0;56.0;17.0;0.0;8.0;179.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80955033141289, 2.2708377068930803;"{""coordinates"": [[[2.269622431662366, 48.80856226121701], [2.269343086645245, 48.81034994620338], [2.272053031532547, 48.81053839491395], [2.272332280471989, 48.80875070211214], [2.269622431662366, 48.80856226121701]]], ""type"": ""Polygon""}";CRS3035RES200mN2884800E3754200;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884800E3754200;859352;884.0;159.0;13.0;231.0;59.0;26891749.2;25354.7;382.0;34.0;239.0;117.0;28.0;31.0;1.0;38.0;53.0;22.5;51.0;69.0;50.5;241.0;190.0;87.0;79.0;40.0;1.0;34.0;416.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78423442850002, 2.2446724210264115;"{""coordinates"": [[[2.243458235720206, 48.78324607557439], [2.243178165256138, 48.78503370414119], [2.245886655673754, 48.78522277475041], [2.246166630199423, 48.78343513834847], [2.243458235720206, 48.78324607557439]]], ""type"": ""Polygon""}";CRS3035RES200mN2882200E3752000;0;CRS3035RES1000mN2882000E3752000;0;CRS3035RES1000mN2882000E3752000;856221;408.0;71.0;9.0;38.0;27.0;8069165.7;10003.0;160.0;22.0;0.0;140.0;0.0;42.0;0.0;140.0;27.0;12.0;32.0;28.0;25.0;89.0;81.0;37.0;50.0;26.0;1.0;39.0;182.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80343304267998, 2.260837198813182;"{""coordinates"": [[[2.259622259150591, 48.802444864840666], [2.259342606158324, 48.80423252537841], [2.26205218786764, 48.80442121383128], [2.262331744818182, 48.80263354546967], [2.259622259150591, 48.802444864840666]]], ""type"": ""Polygon""}";CRS3035RES200mN2884200E3753400;0;CRS3035RES1000mN2884000E3753000;0;CRS3035RES1000mN2884000E3753000;859272;491.5;62.0;18.0;89.0;35.0;14651954.7;14294.0;140.0;59.0;93.0;15.0;14.0;77.0;0.0;62.0;32.0;12.0;30.5;41.0;47.0;96.0;108.0;62.0;42.0;20.0;1.0;16.0;199.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80813938375094, 2.2765366301798173;"{""coordinates"": [[[2.275321275484253, 48.807151374313676], [2.275042148013762, 48.80893907720354], [2.277752034281412, 48.80912738649044], [2.278031065677563, 48.8073396757912], [2.275321275484253, 48.807151374313676]]], ""type"": ""Polygon""}";CRS3035RES200mN2884600E3754600;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884600E3754600;859339;341.0;32.0;13.0;97.0;10.0;12281765.8;10750.0;26.0;102.0;85.0;13.0;12.0;18.0;0.0;0.0;13.0;8.5;22.5;33.0;32.0;49.0;87.0;52.0;32.0;12.0;0.0;10.0;128.0;9202392020;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.8057864869983, 2.268686554705459;"{""coordinates"": [[[2.267471407536102, 48.80479839334977], [2.267192017269119, 48.80658607507317], [2.269901751273759, 48.806774573953945], [2.270181045482712, 48.8049868844139], [2.267471407536102, 48.80479839334977]]], ""type"": ""Polygon""}";CRS3035RES200mN2884400E3754000;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884400E3754000;859348;577.5;127.0;11.0;204.0;21.0;21411658.3;19405.7;253.0;35.0;94.0;71.0;12.0;111.0;0.0;0.0;21.0;9.0;33.5;43.0;32.0;111.0;125.0;55.0;86.0;61.0;1.0;12.0;288.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78724214585269, 2.235986506621971;"{""coordinates"": [[[2.234772422936012, 48.786253700492594], [2.234492013698178, 48.788041300957055], [2.237200639655346, 48.78823058454182], [2.237480952945569, 48.78644297623276], [2.234772422936012, 48.786253700492594]]], ""type"": ""Polygon""}";CRS3035RES200mN2882600E3751400;0;CRS3035RES1000mN2882000E3751000;0;CRS3035RES1000mN2882000E3751000;856204;1377.0;147.0;70.0;78.0;91.0;27006326.1;34867.0;507.0;8.0;0.0;500.0;0.0;15.0;0.0;426.0;83.0;39.0;106.0;157.0;94.0;260.0;289.0;146.0;156.0;47.0;0.0;80.0;515.0;9202392048;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.810206118950425, 2.254298777162664;"{""coordinates"": [[[2.253083811102171, 48.80921787204614], [2.252803864213337, 48.811005507803245], [2.255513792631136, 48.811194359169065], [2.255793643449351, 48.80940671557983], [2.253083811102171, 48.80921787204614]]], ""type"": ""Polygon""}";CRS3035RES200mN2885000E3753000;0;CRS3035RES1000mN2885000E3753000;0;CRS3035RES200mN2885000E3753000;859317;304.0;18.0;10.0;86.0;7.0;12512693.6;10788.0;37.0;71.0;34.0;21.0;11.0;42.0;0.0;0.0;9.0;4.0;25.0;33.0;32.0;35.0;69.0;36.0;40.0;20.0;1.0;5.0;108.0;9202392048;2017;92048;92048;Meudon;Meudon;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78009170998256, 2.2371077478256924;"{""coordinates"": [[[2.235893805032936, 48.779103275728154], [2.235613497730276, 48.780890885355866], [2.23832173994804, 48.78108013756676], [2.238601951337115, 48.779292520097414], [2.235893805032936, 48.779103275728154]]], ""type"": ""Polygon""}";CRS3035RES200mN2881800E3751400;0;CRS3035RES1000mN2881000E3751000;0;CRS3035RES1000mN2881000E3751000;853193;161.5;16.0;10.0;42.0;2.0;5331336.2;5235.0;13.0;44.0;25.0;16.0;6.0;10.0;0.0;1.0;8.0;6.0;12.0;13.5;11.0;28.0;37.0;18.0;21.0;7.0;0.0;9.0;57.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
