Point géographique;Forme géographique;Idcar_200m;I_est_200;Idcar_1km;i_est_1km;Idcar_nat;Numéro de groupe;Population du carreau;Nombre de ménages d’un seul individu;Nombre de ménages de 5 individus ou plus;Nombre de ménages propriétaires;Nombre de ménages monoparentaux;Somme des niveaux de vie winsorisés des individus;Somme de la surface des logements du carreau;Nombre de ménages en logements collectifs;Nombre de ménages en maison;Nombre de logements construits avant 1945;Nombre de logements construits entre 1945 et 1970;Nombre de logements construits entre 1970 et 1990;Nombre de logements construits depuis 1990;Nombre de logements dont la date de construction est inconnue;Nombre de logements sociaux;Nombre d’individus de 0 à 3 ans;Nombre d’individus de 4 à 5 ans;Nombre d’individus de 6 à 10 ans;Nombre d’individus de 11 à 17 ans;Nombre d’individus de 18 à 24 ans;Nombre d’individus de 25 à 39 ans;Nombre d’individus de 40 à 54 ans;Nombre d’individus de 55 à 64 ans;Nombre d’individus de 65 à 79 ans;Nombre d’individus de 80 ans ou plus;Nombre d’individus d’âge inconnu;Nombre de ménages pauvres;Nombre de ménages;lcog_geo;Année;com_arm_code;Code Officiel Commune;Nom Officiel Commune / Arrondissement Municipal;Nom Officiel Commune;Nom Officiel EPCI;Code Officiel EPCI;Nom Officiel Département;Code Officiel Département;Nom Officiel Région;Code Officiel Région
48.78328827302987, 2.231130443562496;"{""coordinates"": [[[2.229916545052198, 48.782299775311735], [2.229635994935155, 48.78408736466308], [2.232344391409558, 48.78427676408051], [2.23262484560121, 48.7824891668808], [2.229916545052198, 48.782299775311735]]], ""type"": ""Polygon""}";CRS3035RES200mN2882200E3751000;0;CRS3035RES1000mN2882000E3751000;0;CRS3035RES1000mN2882000E3751000;856196;715.0;117.0;40.0;0.0;52.0;13018467.5;16956.0;297.0;0.0;0.0;255.0;0.0;42.0;0.0;260.0;33.0;20.0;39.0;70.0;48.0;149.0;153.0;89.0;76.0;34.0;4.0;69.0;297.0;9202392048;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.808796025771265, 2.2599982694600143;"{""coordinates"": [[[2.258783223870762, 48.807807839613524], [2.258503494568886, 48.809595493311484], [2.26121336445451, 48.80978420524044], [2.261492997689096, 48.80799654371634], [2.258783223870762, 48.807807839613524]]], ""type"": ""Polygon""}";CRS3035RES200mN2884800E3753400;0;CRS3035RES1000mN2884000E3753000;0;CRS3035RES1000mN2884000E3753000;859258;185.5;15.0;7.0;49.0;6.0;7394687.0;6428.0;13.0;54.0;39.0;14.0;4.0;10.0;0.0;2.0;6.0;4.0;15.5;14.0;20.0;30.0;43.0;38.0;6.0;8.0;1.0;5.0;67.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.801834020911706, 2.2638262380971237;"{""coordinates"": [[[2.262611276347299, 48.80084587482824], [2.262331744818182, 48.80263354546967], [2.265041249235214, 48.8028221603058], [2.26532068472853, 48.80103448184385], [2.262611276347299, 48.80084587482824]]], ""type"": ""Polygon""}";CRS3035RES200mN2884000E3753600;0;CRS3035RES1000mN2884000E3753000;0;CRS3035RES1000mN2884000E3753000;859276;675.0;135.0;11.0;178.0;36.0;20620110.1;20858.0;307.0;13.0;89.0;33.0;158.0;40.0;0.0;70.0;29.0;23.5;48.0;48.0;34.5;139.0;129.0;92.0;84.0;48.0;0.0;22.0;320.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80757417149162, 2.2684071997640394;"{""coordinates"": [[[2.267192017269119, 48.80658607507317], [2.266912601591167, 48.80837375451884], [2.269622431662366, 48.80856226121701], [2.269901751273759, 48.806774573953945], [2.267192017269119, 48.80658607507317]]], ""type"": ""Polygon""}";CRS3035RES200mN2884600E3754000;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884600E3754000;859353;989.0;222.0;27.0;210.0;48.0;27217837.7;28468.0;452.0;24.0;38.0;103.0;122.0;213.0;0.0;133.0;47.0;22.5;67.5;97.0;50.0;233.0;197.0;108.0;100.0;67.0;0.0;38.0;476.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78028092539527, 2.2398159514779445;"{""coordinates"": [[[2.238601951337115, 48.779292520097414], [2.23832173994804, 48.78108013756676], [2.241030000949245, 48.78126932402133], [2.241310116422136, 48.77948169871301], [2.238601951337115, 48.779292520097414]]], ""type"": ""Polygon""}";CRS3035RES200mN2881800E3751600;0;CRS3035RES1000mN2881000E3751000;0;CRS3035RES1000mN2881000E3751000;853190;61.0;6.0;4.0;6.0;2.0;972772.5;1278.0;16.0;6.0;18.0;3.0;0.0;1.0;0.0;0.0;3.0;3.0;4.0;4.0;8.0;19.0;10.0;3.0;4.0;3.0;0.0;7.0;22.0;9202392060;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.784423462310556, 2.247380872859335;"{""coordinates"": [[[2.246166630199423, 48.78343513834847], [2.245886655673754, 48.78522277475041], [2.248595164861246, 48.78541177959583], [2.248875043445926, 48.783624135361386], [2.246166630199423, 48.78343513834847]]], ""type"": ""Polygon""}";CRS3035RES200mN2882200E3752200;0;CRS3035RES1000mN2882000E3752000;0;CRS3035RES1000mN2882000E3752000;856217;204.5;34.0;9.0;1.0;25.0;3675485.5;4966.0;29.0;64.0;0.0;92.0;0.0;1.0;0.0;92.0;9.5;6.0;9.0;18.0;18.0;30.0;33.0;34.0;33.0;14.0;0.0;24.0;93.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78461243035819, 2.2500893434577076;"{""coordinates"": [[[2.248875043445926, 48.783624135361386], [2.248595164861246, 48.78541177959583], [2.25130369281237, 48.78560071867664], [2.251583475453454, 48.783813066612346], [2.248875043445926, 48.783624135361386]]], ""type"": ""Polygon""}";CRS3035RES200mN2882200E3752400;0;CRS3035RES1000mN2882000E3752000;0;CRS3035RES1000mN2882000E3752000;856216;203.0;8.0;11.0;12.0;2.0;5556533.2;5371.0;59.0;0.0;1.0;0.0;43.0;15.0;0.0;0.0;28.0;9.0;27.0;20.0;10.0;73.0;34.0;1.0;1.0;0.0;0.0;4.0;59.0;9202392060;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.77811482196341, 2.2346799054770567;"{""coordinates"": [[[2.233466055245442, 48.7771263615302], [2.233185677515857, 48.77891396560595], [2.235893805032936, 48.779103275728154], [2.236174086860041, 48.77731566380887], [2.233466055245442, 48.7771263615302]]], ""type"": ""Polygon""}";CRS3035RES200mN2881600E3751200;0;CRS3035RES1000mN2881000E3751000;0;CRS3035RES1000mN2881000E3751000;853191;121.5;15.0;4.0;19.0;3.0;2919614.5;2950.2;31.0;20.0;19.0;5.0;14.0;12.0;1.0;0.0;4.0;3.0;2.5;10.0;11.0;35.0;30.0;17.0;7.0;2.0;0.0;13.0;51.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.776516478302376, 2.2376682155766745;"{""coordinates"": [[[2.236454343214892, 48.77552804959769], [2.236174086860041, 48.77731566380887], [2.23888213725914, 48.77750490033721], [2.239162297717409, 48.77571727828587], [2.236454343214892, 48.77552804959769]]], ""type"": ""Polygon""}";CRS3035RES200mN2881400E3751400;0;CRS3035RES1000mN2881000E3751000;0;CRS3035RES1000mN2881000E3751000;853189;46.5;3.0;1.0;9.0;1.0;1248834.0;1339.0;2.0;14.0;7.0;1.0;2.0;6.0;0.0;0.0;2.5;0.0;3.0;1.0;4.0;12.0;6.0;14.0;2.0;2.0;0.0;1.0;16.0;920239201992060;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.81133801916927, 2.2705583972123216;"{""coordinates"": [[[2.269343086645245, 48.81034994620338], [2.269063716219104, 48.81213762891338], [2.271773757192609, 48.81232608544015], [2.272053031532547, 48.81053839491395], [2.269343086645245, 48.81034994620338]]], ""type"": ""Polygon""}";CRS3035RES200mN2885000E3754200;0;CRS3035RES1000mN2885000E3754000;0;CRS3035RES200mN2885000E3754200;859377;766.0;170.0;12.0;157.0;36.0;24696930.2;23086.7;342.0;32.0;222.0;10.0;132.0;10.0;0.0;75.0;43.5;18.5;48.0;54.0;48.0;194.0;177.0;68.0;79.0;36.0;0.0;29.0;374.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.81256002720205, 2.2621488794296627;"{""coordinates"": [[[2.260933705785331, 48.81157186448591], [2.260654021678261, 48.81335952145319], [2.263364102489069, 48.81354818322765], [2.263643690509198, 48.81176051843552], [2.260933705785331, 48.81157186448591]]], ""type"": ""Polygon""}";CRS3035RES200mN2885200E3753600;0;CRS3035RES1000mN2885000E3753000;0;CRS3035RES200mN2885200E3753600;859314;264.5;30.0;9.0;79.0;8.0;10219246.0;8502.0;43.0;58.0;78.0;14.0;3.0;6.0;0.0;0.0;12.0;6.0;21.0;26.5;21.0;54.0;57.0;33.0;27.0;7.0;0.0;6.0;101.0;9202392040;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80465433281344, 2.252428776357054;"{""coordinates"": [[[2.251213973605196, 48.803666065254], [2.250934007044541, 48.80545370002172], [2.253643628502625, 48.80564259368932], [2.253923499020831, 48.803854951089036], [2.251213973605196, 48.803666065254]]], ""type"": ""Polygon""}";CRS3035RES200mN2884400E3752800;0;CRS3035RES1000mN2884000E3752000;0;CRS3035RES1000mN2884000E3752000;859246;76.0;5.0;4.0;21.0;2.0;2725906.5;2768.0;4.0;22.0;7.0;5.0;9.0;5.0;0.0;0.0;1.0;2.0;3.0;11.0;6.0;9.0;19.0;12.0;8.0;5.0;0.0;2.0;26.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80229975117165, 2.244580334479382;"{""coordinates"": [[[2.243365739233925, 48.801311399457695], [2.243085510045888, 48.80309901299636], [2.24579497911146, 48.80328809620693], [2.246075112273369, 48.80150047482845], [2.243365739233925, 48.801311399457695]]], ""type"": ""Polygon""}";CRS3035RES200mN2884200E3752200;0;CRS3035RES1000mN2884000E3752000;0;CRS3035RES1000mN2884000E3752000;859244;39.0;1.0;2.0;13.0;2.0;1809306.0;1557.0;0.0;13.0;9.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;1.0;10.0;3.0;3.0;8.0;7.0;5.0;1.0;0.0;1.0;13.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.812371336436165, 2.2594388560439786;"{""coordinates"": [[[2.258223739823888, 48.811383144730186], [2.257943959632474, 48.81317079386991], [2.260654021678261, 48.81335952145319], [2.260933705785331, 48.81157186448591], [2.258223739823888, 48.811383144730186]]], ""type"": ""Polygon""}";CRS3035RES200mN2885200E3753400;0;CRS3035RES1000mN2885000E3753000;0;CRS3035RES200mN2885200E3753400;859307;208.0;22.0;12.0;47.0;7.0;7276121.2;5877.0;37.0;39.0;49.0;7.0;2.0;18.0;0.0;0.0;11.0;5.0;16.0;16.0;26.0;40.0;53.0;16.0;16.0;8.0;1.0;9.0;76.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80597494907137, 2.2713962500485625;"{""coordinates"": [[[2.270181045482712, 48.8049868844139], [2.269901751273759, 48.806774573953945], [2.272611504014231, 48.80696300703438], [2.272890702162553, 48.80517530968035], [2.270181045482712, 48.8049868844139]]], ""type"": ""Polygon""}";CRS3035RES200mN2884400E3754200;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884400E3754200;859341;366.5;29.0;15.0;115.0;10.0;14617179.4;12026.0;43.0;95.0;68.0;22.0;37.0;11.0;0.0;0.0;15.0;12.0;20.0;33.5;31.0;50.0;67.0;65.0;47.0;26.0;0.0;2.0;138.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78696661040147, 2.2579353123058943;"{""coordinates"": [[[2.256720804980455, 48.7859783995416], [2.25644118881696, 48.78776606497283], [2.259149868981301, 48.78795481457811], [2.259429389184912, 48.78616714132431], [2.256720804980455, 48.7859783995416]]], ""type"": ""Polygon""}";CRS3035RES200mN2882400E3753000;0;CRS3035RES1000mN2882000E3753000;0;CRS3035RES1000mN2882000E3753000;856230;95.0;18.0;2.0;33.0;3.0;2784762.1;3555.0;11.0;33.0;26.0;13.0;4.0;1.0;0.0;0.0;0.0;4.0;4.5;4.0;7.5;10.0;24.0;16.0;13.0;12.0;0.0;2.0;44.0;9202392060;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.810960982318, 2.2651384488388517;"{""coordinates"": [[[2.263923253099962, 48.80997285136588], [2.263643690509198, 48.81176051843552], [2.266353693989211, 48.81194910657824], [2.26663316049896, 48.810161431687085], [2.263923253099962, 48.80997285136588]]], ""type"": ""Polygon""}";CRS3035RES200mN2885000E3753800;0;CRS3035RES1000mN2885000E3753000;0;CRS3035RES200mN2885000E3753800;859321;347.5;72.0;8.0;73.0;20.0;11629827.7;11164.7;114.0;52.0;124.0;4.0;4.0;33.0;1.0;29.0;16.0;7.0;22.5;26.0;31.0;68.0;87.0;41.0;38.0;11.0;0.0;19.0;166.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78347763564379, 2.2338388014743455;"{""coordinates"": [[[2.23262484560121, 48.7824891668808], [2.232344391409558, 48.78427676408051], [2.235052806685111, 48.78446609773776], [2.235333164948766, 48.78267849269229], [2.23262484560121, 48.7824891668808]]], ""type"": ""Polygon""}";CRS3035RES200mN2882200E3751200;0;CRS3035RES1000mN2882000E3751000;0;CRS3035RES1000mN2882000E3751000;856192;528.5;83.0;22.0;10.0;30.0;9371218.7;12807.0;208.0;10.0;6.0;204.0;1.0;7.0;0.0;207.0;37.0;21.5;28.0;46.0;31.0;91.0;100.0;67.0;82.0;24.0;1.0;47.0;218.0;9202392048;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.8054093654569, 2.263267220238502;"{""coordinates"": [[[2.26205218786764, 48.80442121383128], [2.261772605492373, 48.8062088799134], [2.264482302006565, 48.80639751039274], [2.264761788328989, 48.804609836488666], [2.26205218786764, 48.80442121383128]]], ""type"": ""Polygon""}";CRS3035RES200mN2884400E3753600;0;CRS3035RES1000mN2884000E3753000;0;CRS3035RES1000mN2884000E3753000;859261;266.5;9.0;12.0;79.0;8.0;12320165.3;9395.0;5.0;80.0;68.0;4.0;6.0;7.0;0.0;0.0;10.0;4.0;15.0;22.5;37.0;31.0;58.0;44.0;34.0;11.0;0.0;6.0;85.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78602205984065, 2.2443923858036117;"{""coordinates"": [[[2.243178165256138, 48.78503370414119], [2.242898069332151, 48.78682133041954], [2.24560665569667, 48.78701040886466], [2.245886655673754, 48.78522277475041], [2.243178165256138, 48.78503370414119]]], ""type"": ""Polygon""}";CRS3035RES200mN2882400E3752000;0;CRS3035RES1000mN2882000E3752000;0;CRS3035RES1000mN2882000E3752000;856224;766.0;88.0;41.0;0.0;58.0;13500114.9;17784.0;277.0;6.0;0.0;191.0;0.0;92.0;0.0;281.0;66.5;33.0;72.5;76.0;55.0;173.0;149.0;59.0;59.0;23.0;0.0;60.0;283.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80023491543095, 2.2668150786389423;"{""coordinates"": [[[2.265600094812224, 48.79924680110255], [2.26532068472853, 48.80103448184385], [2.268030111850332, 48.801223023068594], [2.268309425904153, 48.79943533451016], [2.265600094812224, 48.79924680110255]]], ""type"": ""Polygon""}";CRS3035RES200mN2883800E3753800;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856270;1660.5;290.0;27.0;351.0;107.0;49237382.0;51049.5;730.0;34.0;92.0;3.0;245.0;423.0;1.0;227.0;76.0;43.5;99.0;128.5;118.0;326.0;396.5;241.0;165.0;67.0;0.0;68.0;764.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.7848013326422, 2.252797832815275;"{""coordinates"": [[[2.251583475453454, 48.783813066612346], [2.25130369281237, 48.78560071867664], [2.254012239520855, 48.78578959199213], [2.254291926215759, 48.78400193210068], [2.251583475453454, 48.783813066612346]]], ""type"": ""Polygon""}";CRS3035RES200mN2882200E3752600;0;CRS3035RES1000mN2882000E3752000;0;CRS3035RES1000mN2882000E3752000;856212;61.0;6.0;2.0;11.0;2.0;1626033.1;1686.0;8.0;14.0;7.0;4.0;2.0;9.0;0.0;7.0;5.0;2.0;3.0;3.0;6.0;17.0;10.0;8.0;6.0;1.0;0.0;3.0;22.0;9202392060;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79684803036282, 2.2700829484024343;"{""coordinates"": [[[2.268867977821642, 48.79585995055607], [2.268588714560159, 48.79764764367276], [2.271297968359856, 48.7978361034776], [2.271577135605908, 48.79604840254794], [2.268867977821642, 48.79585995055607]]], ""type"": ""Polygon""}";CRS3035RES200mN2883400E3754000;0;CRS3035RES1000mN2883000E3754000;0;CRS3035RES1000mN2883000E3754000;856294;236.5;6.0;7.0;74.0;6.0;10189321.2;8795.0;12.0;71.0;47.0;18.0;4.0;14.0;0.0;0.0;6.5;3.0;18.0;26.0;17.0;25.0;52.0;45.0;32.0;12.0;0.0;3.0;83.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.803810280173366, 2.266256303688852;"{""coordinates"": [[[2.265041249235214, 48.8028221603058], [2.264761788328989, 48.804609836488666], [2.267471407536102, 48.80479839334977], [2.267750772395409, 48.80301070934835], [2.265041249235214, 48.8028221603058]]], ""type"": ""Polygon""}";CRS3035RES200mN2884200E3753800;0;CRS3035RES1000mN2884000E3753000;0;CRS3035RES1000mN2884000E3753000;859278;911.0;209.0;20.0;198.0;74.0;25331864.0;25701.0;444.0;19.0;141.0;82.0;92.0;148.0;0.0;114.0;47.5;30.5;70.0;59.0;45.0;241.0;220.0;78.0;73.0;46.0;1.0;39.0;463.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.802110638986356, 2.2418709228239524;"{""coordinates"": [[[2.240656384987759, 48.80112225829922], [2.2403760597762, 48.802909863995424], [2.243085510045888, 48.80309901299636], [2.243365739233925, 48.801311399457695], [2.240656384987759, 48.80112225829922]]], ""type"": ""Polygon""}";CRS3035RES200mN2884200E3752000;0;CRS3035RES1000mN2884000E3752000;0;CRS3035RES1000mN2884000E3752000;859247;176.0;10.0;7.0;22.0;6.0;6618561.0;4761.0;43.0;19.0;17.0;2.0;3.0;40.0;0.0;35.0;8.0;6.0;14.5;20.5;12.0;25.0;52.0;24.0;9.0;5.0;0.0;4.0;62.0;9202392048;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.81415898835078, 2.259159111171907;"{""coordinates"": [[[2.257943959632474, 48.81317079386991], [2.257664153991352, 48.81495844073096], [2.260374312130009, 48.815147176142496], [2.260654021678261, 48.81335952145319], [2.257943959632474, 48.81317079386991]]], ""type"": ""Polygon""}";CRS3035RES200mN2885400E3753400;0;CRS3035RES1000mN2885000E3753000;0;CRS3035RES200mN2885400E3753400;859313;246.0;24.0;7.0;71.0;14.0;7582490.1;7886.0;26.0;70.0;63.0;7.0;9.0;17.0;0.0;0.0;14.0;5.0;13.0;13.0;21.0;49.0;53.0;32.0;32.0;14.0;0.0;6.0;96.0;9202392040;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.799480239854134, 2.255977712168672;"{""coordinates"": [[[2.254762957886916, 48.79849200959668], [2.254483163709684, 48.80027965904299], [2.25719251583161, 48.80046846342707], [2.257472213989355, 48.79868080615301], [2.254762957886916, 48.79849200959668]]], ""type"": ""Polygon""}";CRS3035RES200mN2883800E3753000;1;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856251;4.0;0.2;0.2;1.0;0.1;139948.6;139.1;0.0;1.2;0.6;0.1;0.3;0.2;0.0;0.0;0.1;0.0;0.5;0.6;0.5;0.2;1.0;0.6;0.4;0.1;0.0;0.2;1.2;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.80644197035685, 2.2521488450886045;"{""coordinates"": [[[2.250934007044541, 48.80545370002172], [2.250654015021778, 48.80724133250734], [2.253363732530838, 48.80743023400827], [2.253643628502625, 48.80564259368932], [2.250934007044541, 48.80545370002172]]], ""type"": ""Polygon""}";CRS3035RES200mN2884600E3752800;0;CRS3035RES1000mN2884000E3752000;0;CRS3035RES1000mN2884000E3752000;859248;182.0;12.0;10.0;62.0;9.0;7249020.6;6634.5;6.0;63.0;40.0;10.0;9.0;9.0;1.0;0.0;6.0;5.0;14.0;18.0;14.0;17.0;40.0;21.0;36.0;11.0;0.0;5.0;69.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.809738743313325, 2.273547613108481;"{""coordinates"": [[[2.272332280471989, 48.80875070211214], [2.272053031532547, 48.81053839491395], [2.27476299515459, 48.81072677781815], [2.275042148013762, 48.80893907720354], [2.272332280471989, 48.80875070211214]]], ""type"": ""Polygon""}";CRS3035RES200mN2884800E3754400;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884800E3754400;859344;442.0;31.0;25.0;125.0;22.0;17316752.6;13792.0;49.0;104.0;119.0;21.0;7.0;6.0;0.0;6.0;14.0;15.0;44.5;54.0;48.0;53.5;112.0;41.0;34.0;26.0;0.0;7.0;153.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79788134510311, 2.258966663093083;"{""coordinates"": [[[2.257751886715206, 48.79689314659706], [2.257472213989355, 48.79868080615301], [2.26018148884856, 48.79886953692324], [2.260461065560845, 48.79708186954296], [2.257751886715206, 48.79689314659706]]], ""type"": ""Polygon""}";CRS3035RES200mN2883600E3753200;0;CRS3035RES1000mN2883000E3753000;0;CRS3035RES1000mN2883000E3753000;856252;50.5;1.0;1.0;15.0;2.0;1949426.1;2632.0;2.0;15.0;16.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;4.5;6.0;4.0;12.0;7.0;9.0;4.0;0.0;2.0;17.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.81011536969714, 2.2789674817239503;"{""coordinates"": [[[2.277752034281412, 48.80912738649044], [2.277472977505111, 48.81091509491517], [2.280182978577836, 48.81110334620437], [2.280461939268678, 48.809315629972104], [2.277752034281412, 48.80912738649044]]], ""type"": ""Polygon""}";CRS3035RES200mN2884800E3754800;0;CRS3035RES1000mN2884000E3754000;0;CRS3035RES200mN2884800E3754800;859337;322.5;30.0;8.0;103.0;10.0;12552441.8;10324.5;39.0;85.0;69.0;29.0;16.0;9.0;1.0;0.0;14.0;7.0;20.5;27.5;21.5;57.0;75.0;50.0;44.0;6.0;0.0;3.0;124.0;920239202092046;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.79863572624681, 2.2698037204534374;"{""coordinates"": [[[2.268588714560159, 48.79764764367276], [2.268309425904153, 48.79943533451016], [2.271018775727795, 48.799623802128735], [2.271297968359856, 48.7978361034776], [2.268588714560159, 48.79764764367276]]], ""type"": ""Polygon""}";CRS3035RES200mN2883600E3754000;0;CRS3035RES1000mN2883000E3754000;0;CRS3035RES1000mN2883000E3754000;856300;337.0;34.0;6.0;116.0;5.0;11468075.5;10617.0;89.0;43.0;24.0;91.0;15.0;2.0;0.0;0.0;13.0;7.0;28.5;31.5;19.0;63.0;86.0;34.0;29.0;26.0;0.0;5.0;132.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.813125704649785, 2.2702790621251614;"{""coordinates"": [[[2.269063716219104, 48.81213762891338], [2.268784320380658, 48.813925309347304], [2.271494457448895, 48.81411377369101], [2.271773757192609, 48.81232608544015], [2.269063716219104, 48.81213762891338]]], ""type"": ""Polygon""}";CRS3035RES200mN2885200E3754200;0;CRS3035RES1000mN2885000E3754000;0;CRS3035RES200mN2885200E3754200;859371;395.0;82.0;5.0;97.0;19.0;13576847.5;12893.7;172.0;25.0;95.0;34.0;43.0;25.0;0.0;0.0;15.0;13.0;15.0;15.0;34.0;108.0;73.0;45.0;60.0;17.0;0.0;13.0;197.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.784045328927355, 2.241963987965197;"{""coordinates"": [[[2.240749860014517, 48.78305694703983], [2.240469693614653, 48.78484456776885], [2.243178165256138, 48.78503370414119], [2.243458235720206, 48.78324607557439], [2.240749860014517, 48.78305694703983]]], ""type"": ""Polygon""}";CRS3035RES200mN2882200E3751800;0;CRS3035RES1000mN2882000E3751000;0;CRS3035RES1000mN2882000E3751000;856195;739.5;82.0;40.0;0.0;55.0;12668804.7;16679.0;274.0;0.0;0.0;272.0;0.0;2.0;0.0;272.0;41.0;21.0;48.0;96.5;63.0;123.0;153.0;82.0;71.0;41.0;0.0;59.0;274.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
48.78894299923355, 2.2603644689340383;"{""coordinates"": [[[2.259149868981301, 48.78795481457811], [2.258870323365541, 48.78974248554818], [2.261579118242068, 48.789931177204004], [2.261858567886839, 48.78814349841326], [2.259149868981301, 48.78795481457811]]], ""type"": ""Polygon""}";CRS3035RES200mN2882600E3753200;0;CRS3035RES1000mN2882000E3753000;0;CRS3035RES1000mN2882000E3753000;856234;179.5;22.0;7.0;36.0;9.0;4932827.3;5745.2;34.0;39.0;24.0;14.0;10.0;24.0;1.0;0.0;14.5;4.0;10.5;12.5;14.0;45.0;24.0;22.0;19.0;14.0;0.0;8.0;73.0;92023;2017;92023;92023;Clamart;Clamart;Métropole du Grand Paris;200054781;Hauts-de-Seine;92;Île-de-France;11
